Artist,Museum,Gender,Ethnicity,Location,Year
Gillian Wearing,Museum of Contemporary Art,woman,white,Europe,1960.0
Marnie Weber,Museum of Contemporary Art,woman,white,North America,1960.0
Sue Webster,Museum of Contemporary Art,woman,white,Europe,1970.0
Carrie Mae Weems,Museum of Contemporary Art,woman,black,North America,1950.0
William Wegman,Museum of Contemporary Art,man,white,North America,1940.0
Robert Weingarten,Museum of Contemporary Art,man,white,North America,1940.0
Ai Weiwei,Museum of Contemporary Art,man,asian,Asia and the Pacific,1960.0
James Welling,Museum of Contemporary Art,man,other,North America,1950.0
Johanna Went,Museum of Contemporary Art,woman,white,North America,1950.0
Franz West,Museum of Contemporary Art,man,white,,1950.0
Pae White,Museum of Contemporary Art,woman,white,North America,1960.0
Robert A. Widdicombe,Museum of Contemporary Art,man,white,North America,1950.0
T.J. Wilcox,Museum of Contemporary Art,man,white,North America,1960.0
William T. Wiley,Museum of Contemporary Art,man,white,North America,1940.0
Hannah Wilke,Museum of Contemporary Art,,white,North America,1940.0
John Willenbecher,Museum of Contemporary Art,man,white,North America,1940.0
Mason Williams,Museum of Contemporary Art,man,white,North America,1940.0
Megan Williams,Museum of Contemporary Art,woman,white,,1960.0
Sue Williams,Museum of Contemporary Art,woman,white,Europe,1960.0
Tod Wizon,Museum of Contemporary Art,man,white,North America,1950.0
Augusta Wood,Museum of Contemporary Art,woman,white,North America,1980.0
Jonas Wood,Museum of Contemporary Art,man,,North America,1980.0
Tom Wudl,Museum of Contemporary Art,man,,,1950.0
Haegue Yang,Museum of Contemporary Art,woman,asian,Asia and the Pacific,1970.0
Max Yavno,Museum of Contemporary Art,man,white,,1910.0
David Zink Yi,Museum of Contemporary Art,man,hispanic,Latin America and the Caribbean,1970.0
Guo Yilin,Museum of Contemporary Art,,,,
Bruce Yonemoto,Museum of Contemporary Art,man,asian,,1950.0
Michael Young,Museum of Contemporary Art,man,white,Europe,1950.0
Qiu Zhijie,Museum of Contemporary Art,man,asian,Asia and the Pacific,1970.0
Mel Ziegler,Museum of Contemporary Art,man,white,North America,1960.0
Andrea Zittel,Museum of Contemporary Art,woman,white,North America,1960.0
Yamamotoya Heikichi (EikyA>dA?),Museum of Fine Art Boston,man,asian,Asia and the Pacific,
Mrs. Edward Bury (Priscilla),Museum of Fine Art Boston,,white,Europe,1800.0
Nathaniel Currier (Publisher),Museum of Fine Art Boston,man,white,North America,1810.0
John Absolon,Museum of Fine Art Boston,man,white,Europe,1820.0
Andrew F. Affleck,Museum of Fine Art Boston,man,white,Europe,1870.0
Albert Alcalay,Museum of Fine Art Boston,man,white,,1920.0
J. Allen,Museum of Fine Art Boston,man,,,
Thomas Allom,Museum of Fine Art Boston,man,white,,1800.0
Amand-Durand,Museum of Fine Art Boston,man,white,Europe,1830.0
Philip AndrAC,Museum of Fine Art Boston,man,,,
Ippolito Andreasi,Museum of Fine Art Boston,man,white,Europe,1550.0
Maestro Giorgio Andreoli,Museum of Fine Art Boston,man,white,Europe,1460.0
Leopold Antoine,Museum of Fine Art Boston,man,white,Europe,
Henricus Josephus Antonissen,Museum of Fine Art Boston,man,white,Europe,1740.0
Jun-ichi Arai,Museum of Fine Art Boston,man,asian,Asia and the Pacific,1930.0
Aristotle,Museum of Fine Art Boston,man,white,Europe,-380.0
A. M. Armstrong,Museum of Fine Art Boston,,,North America,1800.0
Armytage,Museum of Fine Art Boston,,,,
Eddie Arning,Museum of Fine Art Boston,man,white,North America,1900.0
Gerd Arntz,Museum of Fine Art Boston,man,white,Europe,1900.0
Kobayakawa AtsushirA?,Museum of Fine Art Boston,,,,
Charles Austin,Museum of Fine Art Boston,man,white,North America,1810.0
Robert S. Austin,Museum of Fine Art Boston,man,white,Europe,1900.0
William Austin,Museum of Fine Art Boston,man,,,
G. B.,Museum of Fine Art Boston,,,,
Kurt BA?rmel,Museum of Fine Art Boston,man,white,,
Ernst Willem Jan Bagelaar,Museum of Fine Art Boston,man,white,Europe,1780.0
Albert Bailey,Museum of Fine Art Boston,man,white,,
Balchand,Museum of Fine Art Boston,man,asian,Asia and the Pacific,
James Balla,Museum of Fine Art Boston,man,,North America,1960.0
Pieter de Ballin,Museum of Fine Art Boston,man,white,Europe,
A. F. Bargas,Museum of Fine Art Boston,man,white,Europe,1670.0
F. Bartel,Museum of Fine Art Boston,man,,,
Hernan Bas,Museum of Fine Art Boston,man,,North America,1980.0
Jacques Philippe Le Bas,Museum of Fine Art Boston,man,,Europe,1710.0
Lillian Bassman,Museum of Fine Art Boston,woman,white,North America,1920.0
Kenneth F. Bates,Museum of Fine Art Boston,man,,North America,1900.0
Abraham Bauvier,Museum of Fine Art Boston,man,,Europe,1600.0
James Carter Beard,Museum of Fine Art Boston,man,,North America,1840.0
August Bechtler,Museum of Fine Art Boston,,,,
Albert Van Beest,Museum of Fine Art Boston,man,white,Europe,1820.0
Wilhelm van Bemmel,Museum of Fine Art Boston,man,white,Europe,1630.0
Nicolaes Claas Pietersz. Berchem,Museum of Fine Art Boston,man,white,Europe,1620.0
David Berger,Museum of Fine Art Boston,man,white,North America,1920.0
"Wilhelm S. Schroeder Nachf. (Max Wollstein), Berlin",Museum of Fine Art Boston,man,white,Europe,
Christina Bertoni,Museum of Fine Art Boston,woman,white,North America,1940.0
John Betts,Museum of Fine Art Boston,man,,,
Shirley Bierman,Museum of Fine Art Boston,woman,white,,1920.0
Camille Billops,Museum of Fine Art Boston,woman,black,North America,1930.0
Jan van Bisschop,Museum of Fine Art Boston,man,white,Europe,1630.0
William Blake,Museum of Fine Art Boston,man,white,Europe,1760.0
Hans Blum,Museum of Fine Art Boston,man,white,Europe,
Albert Bobbett,Museum of Fine Art Boston,man,white,,1820.0
Christoffel Bockstorffer,Museum of Fine Art Boston,man,white,Europe,
Henricus Boelen,Museum of Fine Art Boston,man,white,North America,1700.0
N. Bonnart,Museum of Fine Art Boston,man,white,Europe,1640.0
Jacques Bonnefoy,Museum of Fine Art Boston,man,white,Europe,1760.0
Bonvoisin,Museum of Fine Art Boston,man,,,
Antoine Borel,Museum of Fine Art Boston,man,white,Europe,1740.0
Richard Bosman,Museum of Fine Art Boston,man,white,Asia and the Pacific,1940.0
James Boswell,Museum of Fine Art Boston,man,white,Europe,1740.0
Sarah Bourgeois,Museum of Fine Art Boston,,,,
Paul Bowen,Museum of Fine Art Boston,man,white,,1950.0
William H. Bradley,Museum of Fine Art Boston,man,,North America,1870.0
Peter Brandl,Museum of Fine Art Boston,man,white,Europe,1670.0
Jan de Bray,Museum of Fine Art Boston,man,white,Europe,1630.0
William Breed,Museum of Fine Art Boston,man,,North America,
Karl Alexander Brendel,Museum of Fine Art Boston,man,white,Europe,1880.0
Rodolphe Bresdin,Museum of Fine Art Boston,man,,Europe,1820.0
Giovanni Britto,Museum of Fine Art Boston,,white,Europe,1500.0
Albertus Brondgeest,Museum of Fine Art Boston,man,white,Europe,1790.0
George Brookshaw,Museum of Fine Art Boston,man,white,Europe,1750.0
Maggi Brown,Museum of Fine Art Boston,woman,,North America,
Buek,Museum of Fine Art Boston,,,,
Abel Buell,Museum of Fine Art Boston,man,white,North America,1740.0
Edgar Bunce,Museum of Fine Art Boston,man,,,
EisendA? Bunseki,Museum of Fine Art Boston,man,asian,Asia and the Pacific,
W. O. Burgess,Museum of Fine Art Boston,,white,Europe,1820.0
Yosa Buson,Museum of Fine Art Boston,man,asian,Asia and the Pacific,1720.0
Franz Anton Bustelli,Museum of Fine Art Boston,man,white,Europe,1720.0
Jedediah Caesar,Museum of Fine Art Boston,man,white,North America,1970.0
Gustave Caillebotte,Museum of Fine Art Boston,man,white,Europe,
Domenico Maria Canuti,Museum of Fine Art Boston,,white,Europe,
Massimiliano Capezzuoli,Museum of Fine Art Boston,man,white,Europe,
Jean Carlu,Museum of Fine Art Boston,man,white,Europe,1900.0
Jean-Baptiste Carpeaux,Museum of Fine Art Boston,man,white,Europe,1830.0
Ignacio de Castro,Museum of Fine Art Boston,man,,,
Comte de Caylus,Museum of Fine Art Boston,man,white,Europe,1690.0
Nonomura ChA>bei,Museum of Fine Art Boston,,asian,Asia and the Pacific,
Philippe ChACry,Museum of Fine Art Boston,man,white,Europe,1760.0
Sid Chafetz,Museum of Fine Art Boston,man,white,North America,
P. J. Chaillou,Museum of Fine Art Boston,man,white,Europe,1800.0
Joseph Goodhue Chandler,Museum of Fine Art Boston,man,white,North America,1810.0
J. Charles,Museum of Fine Art Boston,man,white,,
Louis Charles Chateau,Museum of Fine Art Boston,man,white,Europe,1760.0
Bernard Cheese,Museum of Fine Art Boston,man,white,Europe,1920.0
Xiao Chen,Museum of Fine Art Boston,man,asian,Asia and the Pacific,1670.0
Justus (Juste) Chevillet,Museum of Fine Art Boston,man,white,Europe,1730.0
Inazawa Chinju,Museum of Fine Art Boston,,,,
Cho Chung-Hyun,Museum of Fine Art Boston,woman,asian,Asia and the Pacific,1940.0
William Claggett,Museum of Fine Art Boston,man,white,North America,1700.0
A. Clamp,Museum of Fine Art Boston,,,,
Joseph Clark,Museum of Fine Art Boston,man,white,,1830.0
Clavareau,Museum of Fine Art Boston,man,,,
John R. Clayton,Museum of Fine Art Boston,man,white,Europe,1830.0
E. Clement,Museum of Fine Art Boston,,,,1940.0
Claes Jansz Clock,Museum of Fine Art Boston,man,white,Europe,1580.0
Charles Codman,Museum of Fine Art Boston,man,white,,
Peter Coffin,Museum of Fine Art Boston,man,white,North America,1970.0
Carol Cohen,Museum of Fine Art Boston,woman,white,North America,1940.0
Elaine Lustig Cohen,Museum of Fine Art Boston,woman,white,North America,1930.0
Mark Cohen,Museum of Fine Art Boston,man,white,North America,1940.0
Theodoor Colenbrander,Museum of Fine Art Boston,man,white,Europe,1840.0
Warrington Colescott,Museum of Fine Art Boston,man,white,North America,1920.0
FranA?ois Collignon,Museum of Fine Art Boston,man,white,Europe,1610.0
Alfred Quinton Collins,Museum of Fine Art Boston,man,,North America,1860.0
Bruce Conner,Museum of Fine Art Boston,man,white,North America,1930.0
Mariana Cook,Museum of Fine Art Boston,woman,white,North America,1960.0
Richard Cooke,Museum of Fine Art Boston,man,white,,
Dirk Volkertsz Coornhert,Museum of Fine Art Boston,man,white,Europe,1520.0
Gail Sherman Corbett,Museum of Fine Art Boston,,white,North America,1870.0
Francois Corbie,Museum of Fine Art Boston,man,white,Europe,
John Cory,Museum of Fine Art Boston,man,white,Europe,1830.0
EugA?ne Courboin,Museum of Fine Art Boston,man,white,Europe,1850.0
F. A. Crepaux,Museum of Fine Art Boston,,white,Europe,
Isaac Cruikshank,Museum of Fine Art Boston,,white,Europe,1760.0
William J. (Bill Cunningham),Museum of Fine Art Boston,man,white,North America,1930.0
Francesco Curti,Museum of Fine Art Boston,man,white,Europe,1600.0
Jessie Curtis,Museum of Fine Art Boston,,white,North America,
Zhu Da,Museum of Fine Art Boston,man,asian,Asia and the Pacific,1630.0
Jose DA!vila,Museum of Fine Art Boston,man,hispanic,Latin America and the Caribbean,1970.0
Henry L. Daggett,Museum of Fine Art Boston,man,,North America,
Edward Dalziel,Museum of Fine Art Boston,man,white,Europe,1820.0
H. Robert Dammy,Museum of Fine Art Boston,man,white,Europe,
Danguin,Museum of Fine Art Boston,man,,,
Gohar Dashti,Museum of Fine Art Boston,woman,other,Asia and the Pacific,1980.0
Jacques Dassonville,Museum of Fine Art Boston,man,,,
Charles FranA?ois Daubigny,Museum of Fine Art Boston,man,white,Europe,1820.0
H. F. Davey,Museum of Fine Art Boston,,white,,
Joe David,Museum of Fine Art Boston,man,other,North America,1950.0
Charles Harold Davis,Museum of Fine Art Boston,man,white,North America,1860.0
Phil Davis,Museum of Fine Art Boston,,white,North America,1910.0
Robert Dawson,Museum of Fine Art Boston,man,,North America,1950.0
Jean-Charles Delafosse,Museum of Fine Art Boston,man,,Europe,1730.0
F. Dequevauvillers,Museum of Fine Art Boston,man,,Europe,1740.0
Ernst Deutsch,Museum of Fine Art Boston,man,white,Europe,1890.0
Jeffrey Lloyd Dever,Museum of Fine Art Boston,man,white,North America,1950.0
Abraham Diepraam,Museum of Fine Art Boston,man,white,Europe,1620.0
John Dixwell,Museum of Fine Art Boston,man,white,,
J. Drayton,Museum of Fine Art Boston,,white,North America,1820.0
William H. Drury,Museum of Fine Art Boston,man,white,North America,
JosACphine Ducollet,Museum of Fine Art Boston,woman,white,Europe,
Laurent Dunand,Museum of Fine Art Boston,,white,Europe,
Carroll Dunham,Museum of Fine Art Boston,man,white,North America,1950.0
JosuA< Dupon,Museum of Fine Art Boston,man,white,,1860.0
Jean Duvivier,Museum of Fine Art Boston,man,,,
Jean Ecosse,Museum of Fine Art Boston,man,white,Europe,
William Henry Egleton,Museum of Fine Art Boston,man,white,Europe,1830.0
John Whetten Ehninger,Museum of Fine Art Boston,man,white,North America,1830.0
Kotozuka Eiichi,Museum of Fine Art Boston,man,asian,Asia and the Pacific,1910.0
A. Ellis,Museum of Fine Art Boston,,,North America,
Salathiel Ellis,Museum of Fine Art Boston,man,white,North America,1800.0
Remi H. J. D' elvaux,Museum of Fine Art Boston,man,,,
Francis Engleheart,Museum of Fine Art Boston,man,,,1780.0
Josias English,Museum of Fine Art Boston,man,white,Europe,
DarA-o Escobar,Museum of Fine Art Boston,man,hispanic,Latin America and the Caribbean,1970.0
Eugenio Espinoza,Museum of Fine Art Boston,man,hispanic,Latin America and the Caribbean,1950.0
Lotte FA?chler-FrA?mmel,Museum of Fine Art Boston,woman,white,Europe,1880.0
Pietro Faccini,Museum of Fine Art Boston,man,white,Europe,1560.0
A-yvind FahlstrA?m,Museum of Fine Art Boston,man,,,1930.0
Etienne-Maurice Falconet,Museum of Fine Art Boston,man,white,Europe,1720.0
Alexis Falize,Museum of Fine Art Boston,man,white,Europe,1810.0
Xiao Yan Fan,Museum of Fine Art Boston,,asian,Asia and the Pacific,1980.0
Duan Fang,Museum of Fine Art Boston,man,asian,Asia and the Pacific,1860.0
Robert Feke,Museum of Fine Art Boston,man,white,North America,1700.0
Steve Felkel,Museum of Fine Art Boston,,,,
Harry Fenn,Museum of Fine Art Boston,man,white,,
Suzanne Ferrand,Museum of Fine Art Boston,woman,white,Europe,1900.0
John Ferren,Museum of Fine Art Boston,man,white,North America,1900.0
Charles Filiger,Museum of Fine Art Boston,man,white,Europe,1860.0
Giuseppe Filosi,Museum of Fine Art Boston,man,white,Europe,
Edward Fitzgerald,Museum of Fine Art Boston,man,white,Europe,1810.0
Mary Fleet,Museum of Fine Art Boston,woman,white,North America,1730.0
Armin von Foelkersam,Museum of Fine Art Boston,man,white,Europe,1860.0
Steven Ford,Museum of Fine Art Boston,man,white,North America,1960.0
Clyde Forsythe,Museum of Fine Art Boston,man,,North America,1880.0
Giuseppe Fossati,Museum of Fine Art Boston,man,white,Europe,1820.0
Alessandro Francini,Museum of Fine Art Boston,man,white,Europe,
Leopoldo Franciolini,Museum of Fine Art Boston,man,white,Europe,1840.0
Robert Frank,Museum of Fine Art Boston,man,white,Europe,1920.0
Andy Freeberg,Museum of Fine Art Boston,man,white,North America,1960.0
Louise A. Freedman,Museum of Fine Art Boston,woman,white,North America,
Warwick Freeman,Museum of Fine Art Boston,man,,Asia and the Pacific,1950.0
Friedrich August Fricke,Museum of Fine Art Boston,man,,Europe,1780.0
Tage Frid,Museum of Fine Art Boston,man,white,Europe,1920.0
Friedell,Museum of Fine Art Boston,man,white,Europe,
Sideo Fromboluti,Museum of Fine Art Boston,man,white,North America,1920.0
Adam Fuss,Museum of Fine Art Boston,man,white,Europe,1960.0
Gessai Gabimaru,Museum of Fine Art Boston,man,asian,Asia and the Pacific,1790.0
Juan Galvez,Museum of Fine Art Boston,man,,,
Hippolyte Jean Bapt. Garnier,Museum of Fine Art Boston,man,white,Europe,
F. Gatti,Museum of Fine Art Boston,,white,Europe,
Okumuraya Genroku,Museum of Fine Art Boston,,asian,Asia and the Pacific,
Ernest George,Museum of Fine Art Boston,man,white,,1840.0
Bill Gibb,Museum of Fine Art Boston,man,,,
Jeffrey Gibson,Museum of Fine Art Boston,man,other,North America,1970.0
John Gilbert,Museum of Fine Art Boston,man,white,,1820.0
James Giles,Museum of Fine Art Boston,man,white,Europe,1800.0
Claude Gillot,Museum of Fine Art Boston,man,white,Europe,1670.0
James Gillray,Museum of Fine Art Boston,man,white,Europe,1760.0
Luca Giordano,Museum of Fine Art Boston,man,white,Europe,1630.0
Julius Gipkens,Museum of Fine Art Boston,,white,Europe,1880.0
